lakeid,lakename,year4,daynum,sampledate,standard_taxon_code,group_code,taxon_name,number_per_net,mean_length,mean_individ_biomass,net_efficiency_measured,net_efficiency_mean,abundance_raw,abundance,biomass
R,Peter Lake,1989,234,8/22/89,ASPLG,PROT,Asplanchna sp.,51.5,0.54,3.622,NA,0.125464151,728.5759617,5807.044928,0.021033117
R,Peter Lake,1989,234,8/22/89,MSBR,ROT,Conochiloides dossuarius,27.5,0.11,0.027,NA,0.177230056,389.0454164,2195.143559,5.93E-05
R,Peter Lake,1989,234,8/22/89,COPD,OCOP,Copepodite,1873,0.64,2.505,0.083,0.172107014,26497.52964,153959.6149,0.385668835
R,Peter Lake,1989,234,8/22/89,DPUL,CLAD,Daphnia pulex,153.5,1,6.99,NA,0.177230056,2171.580779,12252.89223,0.085647717
R,Peter Lake,1989,234,8/22/89,DROS,CLAD,Daphnia rosea,420.5,1.12,9.514,NA,0.177230056,5948.858095,33565.7406,0.319344456
R,Peter Lake,1989,234,8/22/89,DT-CYV,OCOP,Diacyclops thomasi,12,1,7.828,NA,0.239530296,169.7652726,708.7423827,0.005548035
R,Peter Lake,1989,234,8/22/89,DIAPH,CLAD,Diaphanosoma birgei,5,0.71,1.787,NA,0.0375,70.73553026,1886.280807,0.003370784
R,Peter Lake,1989,234,8/22/89,FDIAPT,OCOP,Diaptomus oregonensis,170.5,1.1,4.21,NA,0.168478539,2412.081582,14316.84766,0.060273929
R,Peter Lake,1989,234,8/22/89,FIL,ROT,Filinia longispina,158.5,0.14,0.036,NA,0.177230056,2242.316309,12652.00924,0.000455472
R,Peter Lake,1989,234,8/22/89,MSBR,ROT,Gastropus hyptopus,79,0.18,0.117,NA,0.177230056,1117.621378,6306.048769,0.000737808
R,Peter Lake,1989,234,8/22/89,HGIB,CLAD,Holopedium gibberum,24,0.85,7.009,0.054,0.157585475,339.5305453,2154.580201,0.015101453
R,Peter Lake,1989,234,8/22/89,KLONG,ROT,Kellicotia longispina,28749.5,0.13,0.007,NA,0.177230056,406722.2255,2294882.9,0.01606418
R,Peter Lake,1989,234,8/22/89,KCOCH,ROT,Keratella cochlearis,645.5,0.11,0.003,NA,0.177230056,9131.956957,51526.00608,0.000154578
R,Peter Lake,1989,234,8/22/89,KTAU,ROT,Keratella taurocephala,12,0.1,0.002,NA,0.177230056,169.7652726,957.8808256,1.92E-06
R,Peter Lake,1989,234,8/22/89,KTEST,ROT,Keratella testudo,12,0.1,0.002,NA,0.177230056,169.7652726,957.8808256,1.92E-06
R,Peter Lake,1989,234,8/22/89,MESO,CCOP,Mesocyclops edax,7,1.2,10.844,NA,0.231808059,99.02974237,427.2057786,0.004632619
R,Peter Lake,1989,234,8/22/89,NAUP,OCOP,Nauplii,1002,0.21,0.966,0.078,0.143749886,14175.40026,98611.55846,0.095258765
R,Peter Lake,1989,234,8/22/89,ORTH,OCOP,Orthocyclops modestus,79,0.86,5.326,NA,0.239530296,1117.621378,4665.887353,0.024850516
R,Peter Lake,1989,234,8/22/89,PVULG,ROT,Polyarthra vulgaris,51.5,0.13,0.062,NA,0.177230056,728.5759617,4110.90521,0.000254876
R,Peter Lake,1989,234,8/22/89,FDIAPT,OCOP,Skistodiaptomus sp.,225.5,0.94,3.01,NA,0.168478539,3190.172415,18935.18561,0.056994909
R,Peter Lake,1989,234,8/22/89,TCYL,ROT,Trichocerca cylindrica,39.5,0.31,0.161,NA,0.177230056,558.8106891,3153.024384,0.000507637
R,Peter Lake,1989,234,8/22/89,TROP,OCOP,Tropocyclops prasinus mexicanus,12,0.38,0.662,NA,0.239530296,169.7652726,708.7423827,0.000469187
T,Tuesday Lake,1989,235,8/23/89,BOS,CLAD,Bosmina longirostris,423.5,0.23,0.366,0.07,0.082763797,5991.299413,72390.3404,0.026494865
T,Tuesday Lake,1989,235,8/23/89,MSBR,ROT,Conochiloides dossuarius,344.5,0.12,0.035,NA,0.1621,4873.678035,30065.87313,0.001052306
T,Tuesday Lake,1989,235,8/23/89,COPD,OCOP,Copepodite,119,0.45,1.019,0.131,0.259137024,1683.50562,6496.584675,0.00662002
T,Tuesday Lake,1989,235,8/23/89,DPRV,CLAD,Daphnia parvula,2,0.42,0.66,NA,0.14,28.29421211,202.101515,0.000133387
T,Tuesday Lake,1989,235,8/23/89,DIAPH,CLAD,Diaphanosoma birgei,10,0.51,0.652,NA,0.098631987,141.4710605,1434.332454,0.000935185
T,Tuesday Lake,1989,235,8/23/89,KBOST,ROT,Kellicotia bostoniensis,328.5,0.13,0.007,NA,0.103333333,4647.324338,44974.1065,0.000314819
T,Tuesday Lake,1989,235,8/23/89,KLONG,ROT,Kellicotia longispina,27.5,0.15,0.01,NA,0.111333333,389.0454164,3494.419908,3.49E-05
T,Tuesday Lake,1989,235,8/23/89,KCOCH,ROT,Keratella cochlearis,1267,0.12,0.003,NA,0.157,17924.38337,114168.0469,0.000342504
T,Tuesday Lake,1989,235,8/23/89,NAUP,OCOP,Nauplii,899,0.18,0.899,0.095,0.119847113,12718.24834,106120.6065,0.095402425
T,Tuesday Lake,1989,235,8/23/89,GPLOES,ROT,Ploesoma sp.,4304.5,0.12,0.026,0.243,0.2115,60896.218,287925.3806,0.00748606
T,Tuesday Lake,1989,235,8/23/89,PMAJ,ROT,Polyarthra major,5833,0.17,0.138,NA,0.108,82520.0696,764074.7186,0.105442311
T,Tuesday Lake,1989,235,8/23/89,PVULG,ROT,Polyarthra vulgaris,1120.5,0.12,0.048,NA,0.3135,15851.83233,50564.05848,0.002427075
T,Tuesday Lake,1989,235,8/23/89,SYNCH,ROT,Synchaeta sp.,170.5,0.16,0.049,NA,0.100666667,2412.081582,23961.07532,0.001174093
T,Tuesday Lake,1989,235,8/23/89,TCYL,ROT,Trichocerca cylindrica,344.5,0.28,0.093,0.049,0.059666667,4873.678035,81681.75478,0.007596403
T,Tuesday Lake,1989,235,8/23/89,TMULT,ROT,Trichocerca multicrinis,158.5,0.15,0.05,0.049,0.059666667,2242.316309,37580.72027,0.001879036
T,Tuesday Lake,1989,235,8/23/89,TROP,OCOP,Tropocyclops prasinus mexicanus,27.5,0.47,1.139,NA,0.162086916,389.0454164,2400.227154,0.002733859
L,Paul Lake,1989,240,8/28/89,ASPLG,PROT,Asplanchna sp.,396,0.4,1.472,NA,0.136313053,5602.253997,41098.44119,0.060496905
L,Paul Lake,1989,240,8/28/89,CCOL,ROT,colonial Conochilus sp.,34,0.13,2.91,0.042,0.2166,481.0016058,2220.690701,0.00646221
L,Paul Lake,1989,240,8/28/89,MSBR,ROT,Conochiloides dossuarius,2162,0.13,0.044,NA,0.143798337,30586.04329,212700.9535,0.009358842
L,Paul Lake,1989,240,8/28/89,COPD,OCOP,Copepodite,1109,0.39,0.707,0.051,0.195779392,15689.14061,80136.83405,0.056656742
L,Paul Lake,1989,240,8/28/89,DPUL,CLAD,Daphnia pulex,79,0.97,6.434,NA,0.143798337,1117.621378,7772.143999,0.050005974
L,Paul Lake,1989,240,8/28/89,DROS,CLAD,Daphnia rosea,15,0.72,2.86,NA,0.143798337,212.2065908,1475.723544,0.004220569
L,Paul Lake,1989,240,8/28/89,FIL,ROT,Filinia longispina,1188,0.12,0.022,NA,0.143798337,16806.76199,116877.3047,0.002571301
L,Paul Lake,1989,240,8/28/89,MSBR,ROT,Gastropus hyptopus,158.5,0.12,0.035,NA,0.143798337,2242.316309,15593.47878,0.000545772
L,Paul Lake,1989,240,8/28/89,GSTYL,ROT,Gastropus stylifer,24,0.1,0.02,NA,0.143798337,339.5305453,2361.157671,4.72E-05
L,Paul Lake,1989,240,8/28/89,HGIB,CLAD,Holopedium gibberum,20,0.79,6.01,0.05,0.181128487,282.9421211,1562.107238,0.009388264
L,Paul Lake,1989,240,8/28/89,KBOST,ROT,Kellicotia bostoniensis,9266.5,0.12,0.005,NA,0.143798337,131094.1582,911652.8148,0.004558264
L,Paul Lake,1989,240,8/28/89,KLONG,ROT,Kellicotia longispina,1877,0.13,0.007,NA,0.143798337,26554.11806,184662.2062,0.001292635
L,Paul Lake,1989,240,8/28/89,KCOCH,ROT,Keratella cochlearis,1291,0.11,0.003,NA,0.143798337,18263.91391,127010.6064,0.000381032
L,Paul Lake,1989,240,8/28/89,KTAU,ROT,Keratella taurocephala,293,0.11,0.003,NA,0.143798337,4145.102073,28825.7999,8.65E-05
L,Paul Lake,1989,240,8/28/89,KTEST,ROT,Keratella testudo,79,0.1,0.002,NA,0.143798337,1117.621378,7772.143999,1.55E-05
L,Paul Lake,1989,240,8/28/89,NAUP,OCOP,Nauplii,3089,0.17,0.875,0.044,0.184969965,43700.4106,236256.7919,0.206724693
L,Paul Lake,1989,240,8/28/89,PMAJ,ROT,Polyarthra major,158.5,0.17,0.138,NA,0.143798337,2242.316309,15593.47878,0.0021519
L,Paul Lake,1989,240,8/28/89,PVULG,ROT,Polyarthra vulgaris,420,0.12,0.048,NA,0.143798337,5941.784542,41320.25924,0.001983372
L,Paul Lake,1989,240,8/28/89,SYNCH,ROT,Synchaeta sp.,79,0.15,0.041,NA,0.143798337,1117.621378,7772.143999,0.000318658
L,Paul Lake,1989,240,8/28/89,TCYL,ROT,Trichocerca cylindrica,134.5,0.33,0.139,NA,0.143798337,1902.785764,13232.32111,0.001839293
L,Paul Lake,1989,240,8/28/89,TROP,OCOP,Tropocyclops prasinus mexicanus,689,0.47,1.139,NA,0.19556779,9747.35607,49841.31637,0.056769259
R,Peter Lake,1989,241,8/29/89,ASPLG,PROT,Asplanchna sp.,103,0.58,4.488,NA,0.125464151,1457.151923,11614.08986,0.052124035
R,Peter Lake,1989,241,8/29/89,BOS,CLAD,Bosmina longirostris,10,0.38,1.302,0.083,0.173873146,141.4710605,813.6452568,0.001059366
R,Peter Lake,1989,241,8/29/89,COPD,OCOP,Copepodite,4253,0.58,1.948,0.083,0.172107014,60167.64204,349594.3632,0.68100982
R,Peter Lake,1989,241,8/29/89,DT-CYV,OCOP,Cyclops varicans rubellus,103,0.81,4.571,NA,0.239530296,1457.151923,6083.372118,0.027807094
R,Peter Lake,1989,241,8/29/89,DDUB,CLAD,Daphnia dubia,434.5,1.08,8.618,NA,0.177230056,6146.91758,34683.26823,0.298900406
R,Peter Lake,1989,241,8/29/89,DPUL,CLAD,Daphnia pulex,1013.5,1.13,9.747,NA,0.177230056,14338.09198,80901.01807,0.788542223
R,Peter Lake,1989,241,8/29/89,DT-CYV,OCOP,Diacyclops thomasi,26,1,7.828,NA,0.239530296,367.8247574,1535.608496,0.012020743
R,Peter Lake,1989,241,8/29/89,DIAPH,CLAD,Diaphanosoma birgei,16,0.8,2.571,NA,0.0375,226.3536968,6036.098582,0.015518809
R,Peter Lake,1989,241,8/29/89,FDIAPT,OCOP,Diaptomus oregonensis,182,1.16,4.85,NA,0.168478539,2574.773302,15282.50014,0.074120126
R,Peter Lake,1989,241,8/29/89,HGIB,CLAD,Holopedium gibberum,18,1.09,11.816,0.054,0.157585475,254.6479089,1615.935151,0.01909389
R,Peter Lake,1989,241,8/29/89,KLONG,ROT,Kellicotia longispina,18873.5,0.15,0.01,NA,0.177230056,267005.4061,1506546.98,0.01506547
R,Peter Lake,1989,241,8/29/89,KCOCH,ROT,Keratella cochlearis,103,0.11,0.003,NA,0.177230056,1457.151923,8221.81042,2.47E-05
R,Peter Lake,1989,241,8/29/89,KTAU,ROT,Keratella taurocephala,26,0.1,0.002,NA,0.177230056,367.8247574,2075.408456,4.15E-06
R,Peter Lake,1989,241,8/29/89,MESO,CCOP,Mesocyclops edax,24,1.19,10.49,NA,0.231808059,339.5305453,1464.705526,0.015364761
R,Peter Lake,1989,241,8/29/89,NAUP,OCOP,Nauplii,1924.5,0.21,0.966,0.078,0.143749886,27226.1056,189399.146,0.182959575
R,Peter Lake,1989,241,8/29/89,ORTH,OCOP,Orthocyclops modestus,214,0.82,4.716,NA,0.239530296,3027.480695,12639.23916,0.059606652
R,Peter Lake,1989,241,8/29/89,FDIAPT,OCOP,Skistodiaptomus sp.,340.5,0.93,2.941,NA,0.168478539,4817.089611,28591.71043,0.08408822
R,Peter Lake,1989,241,8/29/89,TCYL,ROT,Trichocerca cylindrica,26,0.31,0.161,NA,0.177230056,367.8247574,2075.408456,0.000334141
T,Tuesday Lake,1989,242,8/30/89,ASPLG,PROT,Asplanchna sp.,107,0.4,1.472,NA,0.128610407,1513.740348,11769.96779,0.017325393
T,Tuesday Lake,1989,242,8/30/89,BOS,CLAD,Bosmina longirostris,1663,0.24,0.407,0.07,0.082763797,23526.63737,284262.4229,0.115694806
T,Tuesday Lake,1989,242,8/30/89,COPD,OCOP,Copepodite,119,0.36,0.577,0.131,0.259137024,1683.50562,6496.584675,0.003748529
T,Tuesday Lake,1989,242,8/30/89,DIAPH,CLAD,Diaphanosoma birgei,51.5,0.59,1.017,NA,0.098631987,728.5759617,7386.812138,0.007512388
T,Tuesday Lake,1989,242,8/30/89,KBOST,ROT,Kellicotia bostoniensis,51.5,0.13,0.007,NA,0.103333333,728.5759617,7050.735113,4.94E-05
T,Tuesday Lake,1989,242,8/30/89,KLONG,ROT,Kellicotia longispina,27.5,0.15,0.01,NA,0.111333333,389.0454164,3494.419908,3.49E-05
T,Tuesday Lake,1989,242,8/30/89,KCOCH,ROT,Keratella cochlearis,408,0.1,0.002,NA,0.157,5772.019269,36764.45395,7.35E-05
T,Tuesday Lake,1989,242,8/30/89,KTAU,ROT,Keratella taurocephala,12,0.12,0.003,NA,0.082,169.7652726,2070.308203,6.21E-06
T,Tuesday Lake,1989,242,8/30/89,NAUP,OCOP,Nauplii,277,0.19,0.922,0.095,0.119847113,3918.748377,32697.89543,0.03014746
T,Tuesday Lake,1989,242,8/30/89,GPLOES,ROT,Ploesoma sp.,1833.5,0.12,0.026,0.243,0.2115,25938.71895,122641.6972,0.003188684
T,Tuesday Lake,1989,242,8/30/89,PMAJ,ROT,Polyarthra major,1057.5,0.17,0.138,NA,0.108,14960.56465,138523.7468,0.019116277
T,Tuesday Lake,1989,242,8/30/89,PVULG,ROT,Polyarthra vulgaris,27.5,0.12,0.048,NA,0.3135,389.0454164,1240.974215,5.96E-05
T,Tuesday Lake,1989,242,8/30/89,TCYL,ROT,Trichocerca cylindrica,79,0.3,0.1,0.049,0.059666667,1117.621378,18731.08455,0.001873108
T,Tuesday Lake,1989,242,8/30/89,TMULT,ROT,Trichocerca multicrinis,12,0.16,0.083,0.049,0.059666667,169.7652726,2845.228033,0.000236154
T,Tuesday Lake,1989,242,8/30/89,TROP,OCOP,Tropocyclops prasinus mexicanus,27.5,0.43,0.908,NA,0.162086916,389.0454164,2400.227154,0.002179406
R,Peter Lake,1989,248,9/5/89,FCHYD,CLAD,Alona,2,0.58,3.795,NA,0.177230056,28.29421211,159.6468043,0.00060586
L,Paul Lake,1989,248,9/5/89,ASPLG,PROT,Asplanchna sp.,210,0.42,1.704,NA,0.136313053,2970.892271,21794.6279,0.037138046
R,Peter Lake,1989,248,9/5/89,ASPLG,PROT,Asplanchna sp.,24,0.58,4.488,NA,0.125464151,339.5305453,2706.195695,0.012145406
R,Peter Lake,1989,248,9/5/89,BOS,CLAD,Bosmina longirostris,2,0.41,1.578,0.083,0.173873146,28.29421211,162.7290514,0.000256786
L,Paul Lake,1989,248,9/5/89,CCOL,ROT,colonial Conochilus sp.,32.5,0.13,2.91,0.042,0.2166,459.7809467,2122.719052,0.006177112
L,Paul Lake,1989,248,9/5/89,MSBR,ROT,Conochiloides dossuarius,1556.5,0.13,0.044,NA,0.143798337,22019.97057,153130.9131,0.00673776
R,Peter Lake,1989,248,9/5/89,MSBR,ROT,Conochiloides dossuarius,158.5,0.15,0.068,NA,0.177230056,2242.316309,12652.00924,0.000860337
L,Paul Lake,1989,248,9/5/89,COPD,OCOP,Copepodite,633.5,0.44,0.962,0.051,0.195779392,8962.191684,45776.99222,0.044037467
R,Peter Lake,1989,248,9/5/89,COPD,OCOP,Copepodite,1425.5,0.58,1.948,0.083,0.172107014,20166.69968,117175.3503,0.228257582
R,Peter Lake,1989,248,9/5/89,DDUB,CLAD,Daphnia dubia,188,1.1,9.059,NA,0.177230056,2659.655938,15006.7996,0.135946598
L,Paul Lake,1989,248,9/5/89,DPUL,CLAD,Daphnia pulex,252,1.08,8.618,NA,0.143798337,3565.070725,24792.15554,0.213658796
R,Peter Lake,1989,248,9/5/89,DPUL,CLAD,Daphnia pulex,398,1.11,9.285,NA,0.177230056,5630.548209,31769.71405,0.294981795
L,Paul Lake,1989,248,9/5/89,DROS,CLAD,Daphnia rosea,22,0.75,3.196,NA,0.143798337,311.2363332,2164.394531,0.006917405
R,Peter Lake,1989,248,9/5/89,DIAPH,CLAD,Diaphanosoma birgei,12,0.81,2.67,NA,0.0375,169.7652726,4527.073937,0.012087287
R,Peter Lake,1989,248,9/5/89,FDIAPT,OCOP,Diaptomus oregonensis,55.5,1.11,4.39,NA,0.168478539,785.1643859,4660.322845,0.020458817
L,Paul Lake,1989,248,9/5/89,FIL,ROT,Filinia longispina,27.5,0.12,0.022,NA,0.143798337,389.0454164,2705.493164,5.95E-05
L,Paul Lake,1989,248,9/5/89,MSBR,ROT,Gastropus hyptopus,119,0.11,0.027,NA,0.143798337,1683.50562,11707.40678,0.0003161
R,Peter Lake,1989,248,9/5/89,MSBR,ROT,Gastropus hyptopus,24,0.18,0.117,NA,0.177230056,339.5305453,1915.761651,0.000224144
L,Paul Lake,1989,248,9/5/89,HGIB,CLAD,Holopedium gibberum,42,0.99,9.654,0.05,0.181128487,594.1784542,3280.425199,0.031669225
R,Peter Lake,1989,248,9/5/89,HGIB,CLAD,Holopedium gibberum,27,1.01,10.068,0.054,0.157585475,381.9718634,2423.902726,0.024403853
L,Paul Lake,1989,248,9/5/89,KBOST,ROT,Kellicotia bostoniensis,2285,0.12,0.005,NA,0.143798337,32326.13733,224801.8866,0.001124009
R,Peter Lake,1989,248,9/5/89,KBOST,ROT,Kellicotia bostoniensis,79,0.115,0.005,NA,0.177230056,1117.621378,6306.048769,3.15E-05
L,Paul Lake,1989,248,9/5/89,KLONG,ROT,Kellicotia longispina,661.5,0.13,0.007,NA,0.143798337,9358.310654,65079.4083,0.000455556
R,Peter Lake,1989,248,9/5/89,KLONG,ROT,Kellicotia longispina,3223.5,0.15,0.01,NA,0.177230056,45603.19636,257310.7368,0.002573107
L,Paul Lake,1989,248,9/5/89,KCOCH,ROT,Keratella cochlearis,831.5,0.11,0.003,NA,0.143798337,11763.31868,81804.27513,0.000245413
R,Peter Lake,1989,248,9/5/89,KCOCH,ROT,Keratella cochlearis,396,0.12,0.003,NA,0.177230056,5602.253997,31610.06725,9.48E-05
L,Paul Lake,1989,248,9/5/89,KTAU,ROT,Keratella taurocephala,225.5,0.12,0.003,NA,0.143798337,3190.172415,22185.04395,6.66E-05
L,Paul Lake,1989,248,9/5/89,MESO,CCOP,Mesocyclops edax,2,1.19,10.49,NA,0.169252581,28.29421211,167.1715248,0.001753629
R,Peter Lake,1989,248,9/5/89,MESO,CCOP,Mesocyclops edax,4,1.17,9.808,NA,0.231808059,56.58842421,244.1175877,0.002394305
L,Paul Lake,1989,248,9/5/89,NAUP,OCOP,Nauplii,1295,0.18,0.899,0.044,0.184969965,18320.50234,99045.82243,0.089042194
R,Peter Lake,1989,248,9/5/89,NAUP,OCOP,Nauplii,554.5,0.2,0.944,0.078,0.143749886,7844.570306,54570.96723,0.051514993
R,Peter Lake,1989,248,9/5/89,ORTH,OCOP,Orthocyclops modestus,158.5,0.92,6.327,NA,0.239530296,2242.316309,9361.305638,0.059228981
L,Paul Lake,1989,248,9/5/89,PVULG,ROT,Polyarthra vulgaris,39.5,0.12,0.048,NA,0.143798337,558.8106891,3886.072,0.000186531
L,Paul Lake,1989,248,9/5/89,FDIAPT,OCOP,Skistodiaptomus sp.,13,0.92,2.87,NA,0.119340016,183.9123787,1541.078881,0.004422896
R,Peter Lake,1989,248,9/5/89,FDIAPT,OCOP,Skistodiaptomus sp.,55.5,0.94,3.01,NA,0.168478539,785.1643859,4660.322845,0.014027572
L,Paul Lake,1989,248,9/5/89,SYNCH,ROT,Synchaeta sp.,13,0.15,0.041,NA,0.143798337,183.9123787,1278.960405,5.24E-05
L,Paul Lake,1989,248,9/5/89,TCYL,ROT,Trichocerca cylindrica,39.5,0.33,0.139,NA,0.143798337,558.8106891,3886.072,0.000540164
R,Peter Lake,1989,248,9/5/89,TCYL,ROT,Trichocerca cylindrica,103,0.35,0.182,NA,0.177230056,1457.151923,8221.81042,0.001496369
L,Paul Lake,1989,248,9/5/89,TROP,OCOP,Tropocyclops prasinus mexicanus,305,0.47,1.139,NA,0.19556779,4314.867346,22063.28228,0.025130079
T,Tuesday Lake,1989,249,9/6/89,ASPLG,PROT,Asplanchna sp.,146.5,0.46,2.239,NA,0.128610407,2072.551037,16114.9559,0.036081386
T,Tuesday Lake,1989,249,9/6/89,BOS,CLAD,Bosmina longirostris,277,0.26,0.499,0.07,0.082763797,3918.748377,47348.58156,0.023626942
T,Tuesday Lake,1989,249,9/6/89,MSBR,ROT,Conochiloides dossuarius,119,0.12,0.035,NA,0.1621,1683.50562,10385.59914,0.000363496
T,Tuesday Lake,1989,249,9/6/89,COPD,OCOP,Copepodite,130.5,0.43,0.908,0.131,0.259137024,1846.19734,7124.405884,0.006468961
T,Tuesday Lake,1989,249,9/6/89,DPRV,CLAD,Daphnia parvula,1,0.48,0.949,NA,0.14,14.14710605,101.0507575,9.59E-05
T,Tuesday Lake,1989,249,9/6/89,DIAPH,CLAD,Diaphanosoma birgei,12,0.62,1.183,NA,0.098631987,169.7652726,1721.198945,0.002036178
T,Tuesday Lake,1989,249,9/6/89,KBOST,ROT,Kellicotia bostoniensis,289,0.13,0.007,NA,0.103333333,4088.513649,39566.26112,0.000276964
T,Tuesday Lake,1989,249,9/6/89,KCOCH,ROT,Keratella cochlearis,1386,0.1,0.002,NA,0.157,19607.88899,124891.0127,0.000249782
T,Tuesday Lake,1989,249,9/6/89,KTAU,ROT,Keratella taurocephala,27.5,0.12,0.003,NA,0.082,389.0454164,4744.456298,1.42E-05
T,Tuesday Lake,1989,249,9/6/89,NAUP,OCOP,Nauplii,447.5,0.21,0.966,0.095,0.119847113,6330.829959,52824.21735,0.051028194
T,Tuesday Lake,1989,249,9/6/89,GPLOES,ROT,Ploesoma sp.,1334.5,0.12,0.026,0.243,0.2115,18879.31303,89263.89138,0.002320861
T,Tuesday Lake,1989,249,9/6/89,PMAJ,ROT,Polyarthra major,5096.5,0.17,0.138,NA,0.108,72100.726,667599.3148,0.092128705
T,Tuesday Lake,1989,249,9/6/89,PVULG,ROT,Polyarthra vulgaris,289,0.12,0.048,NA,0.3135,4088.513649,13041.51084,0.000625993
T,Tuesday Lake,1989,249,9/6/89,SYNCH,ROT,Synchaeta sp.,39.5,0.13,0.026,NA,0.100666667,558.8106891,5551.09956,0.000144329
T,Tuesday Lake,1989,249,9/6/89,TCYL,ROT,Trichocerca cylindrica,158.5,0.3,0.1,0.049,0.059666667,2242.316309,37580.72027,0.003758072
T,Tuesday Lake,1989,249,9/6/89,TROP,OCOP,Tropocyclops prasinus mexicanus,170.5,0.48,1.202,NA,0.162086916,2412.081582,14881.40835,0.017887453
L,Paul Lake,1990,139,5/19/90,ASPLG,PROT,Asplanchna sp.,119,0.467,2.342,0.103,0.136313053,1683.50562,12350.28914,0.028924377
R,Peter Lake,1990,139,5/19/90,BOS,CLAD,Bosmina longirostris,103,0.469,2.218,NA,0.173873146,1457.151923,8380.546145,0.018588051
L,Paul Lake,1990,139,5/19/90,CCOL,ROT,colonial Conochilus sp.,55,0.163,2.91,0.187,0.2166,778.0908329,3592.293781,0.010453575
L,Paul Lake,1990,139,5/19/90,MSBR,ROT,Conochiloides dossuarius,1041.5,0.141,0.056,NA,0.143798337,14734.21095,102464.4048,0.005738007
R,Peter Lake,1990,139,5/19/90,MSBR,ROT,Conochiloides dossuarius,24,0.161,0.083,NA,0.177230056,339.5305453,1915.761651,0.000159008
L,Paul Lake,1990,139,5/19/90,COPD,OCOP,Copepodite,39.5,0.442,0.974,0.158,0.195779392,558.8106891,2854.287597,0.002780076
R,Peter Lake,1990,139,5/19/90,COPD,OCOP,Copepodite,4221.5,0.597,2.098,0.247,0.172107014,59722.0082,347005.0798,0.728016657
R,Peter Lake,1990,139,5/19/90,DDUB,CLAD,Daphnia dubia,1166.5,1.046,7.9,NA,0.177230056,16502.59921,93113.99859,0.735600589
L,Paul Lake,1990,139,5/19/90,DPUL,CLAD,Daphnia pulex,85.5,0.98,6.616,NA,0.143798337,1209.577567,8411.624202,0.055651306
R,Peter Lake,1990,139,5/19/90,DPUL,CLAD,Daphnia pulex,405,1.335,15.339,NA,0.177230056,5729.577951,32328.47787,0.495886522
L,Paul Lake,1990,139,5/19/90,DROS,CLAD,Daphnia rosea,28.5,0.692,2.568,NA,0.143798337,403.1925225,2803.874734,0.00720035
R,Peter Lake,1990,139,5/19/90,DROS,CLAD,Daphnia rosea,48.5,1.206,11.635,NA,0.177230056,686.1346436,3871.435004,0.045044146
R,Peter Lake,1990,139,5/19/90,DT-CYV,OCOP,Diacyclops thomasi,237.5,0.884,5.714,NA,0.239530296,3359.937687,14027.19299,0.080151381
R,Peter Lake,1990,139,5/19/90,FDIAPT,OCOP,Diaptomus oregonensis,25,1.11,4.386,NA,0.168478539,353.6776513,2099.244525,0.009207286
L,Paul Lake,1990,139,5/19/90,MSBR,ROT,Gastropus hyptopus,67.5,0.101,0.021,NA,0.143798337,954.9296586,6640.755949,0.000139456
L,Paul Lake,1990,139,5/19/90,GSTYL,ROT,Gastropus stylifer,91,0.116,0.031,NA,0.143798337,1287.386651,8952.722835,0.000277534
L,Paul Lake,1990,139,5/19/90,HGIB,CLAD,Holopedium gibberum,218,1.007,10.006,0.141,0.181128487,3084.069119,17026.96889,0.170371851
R,Peter Lake,1990,139,5/19/90,HGIB,CLAD,Holopedium gibberum,2,0.925,8.371,0.068,0.157585475,28.29421211,179.5483501,0.001502999
L,Paul Lake,1990,139,5/19/90,KBOST,ROT,Kellicotia bostoniensis,12,0.121,0.005,NA,0.143798337,169.7652726,1180.578835,5.90E-06
L,Paul Lake,1990,139,5/19/90,KCOCH,ROT,Keratella cochlearis,1477,0.121,0.004,NA,0.143798337,20895.27564,145309.5783,0.000581238
R,Peter Lake,1990,139,5/19/90,KCOCH,ROT,Keratella cochlearis,1322.5,0.121,0.004,NA,0.177230056,18709.54775,105566.4493,0.000422266
L,Paul Lake,1990,139,5/19/90,KTAU,ROT,Keratella taurocephala,186,0.121,0.004,NA,0.143798337,2631.361726,18298.97195,7.32E-05
L,Paul Lake,1990,139,5/19/90,KTEST,ROT,Keratella testudo,2087,0.106,0.002,NA,0.143798337,29525.01033,205322.3358,0.000410645
R,Peter Lake,1990,139,5/19/90,KTEST,ROT,Keratella testudo,24,0.121,0.004,NA,0.177230056,339.5305453,1915.761651,7.66E-06
R,Peter Lake,1990,139,5/19/90,FDIAPT,OCOP,Leptodiaptomus sp.,50,1.229,5.528,NA,0.168478539,707.3553026,4198.489049,0.023209247
R,Peter Lake,1990,139,5/19/90,MESO,CCOP,Mesocyclops edax,2,1.447,22.791,NA,0.231808059,28.29421211,122.0587939,0.002781842
L,Paul Lake,1990,139,5/19/90,NAUP,OCOP,Nauplii,911,0.216,0.979,0.169,0.184969965,12888.01361,69676.25037,0.068213049
R,Peter Lake,1990,139,5/19/90,NAUP,OCOP,Nauplii,10533.5,0.227,1.002,0.207,0.143749886,149018.5416,1036651.548,1.038724851
L,Paul Lake,1990,139,5/19/90,PVULG,ROT,Polyarthra vulgaris,2665,0.121,0.05,NA,0.143798337,37702.03763,262186.883,0.013109344
